BuildingType,PrimaryPropertyType,Neighborhood,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),UsageComplexity,HasNaturalGas,HasSteam,DensityPerFloor,IsLargeBuilding,IsDowntown
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,4,129551,87051,"Data Center, Office, Parking",Office,82273.0,Parking,42500.0,Data Center,4778.0,27137190.0,3,0,0,21762.75,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,20565,20565,Office,Office,20565.0,,,,,802312.5,1,0,0,6855.0,0,1
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,5,159937,103966,"Office, Parking",Office,106449.0,Parking,50258.0,,,7857972.5,2,0,0,20793.2,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,5,183964,137201,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,14856199.0,3,0,0,27440.2,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,5,208210,129362,"Office, Parking",Office,109978.0,Parking,78848.0,,,5514308.5,2,1,0,25872.4,1,0
NonResidential,Large Office,DOWNTOWN,7,277486,197203,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,12729858.0,3,0,0,28171.85714285714,1,1
NonResidential,Large Office,DOWNTOWN,3,187130,187130,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,10053489.0,6,0,0,62376.66666666666,1,1
NonResidential,Large Office,DOWNTOWN,5,251044,133177,"Data Center, Office",Office,126218.0,Data Center,12717.0,,,17186624.0,2,0,0,26635.4,1,1
NonResidential,Warehouse,DOWNTOWN,5,154330,154330,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,,,,,1262235.25,1,0,0,30866.0,1,1
NonResidential,Large Office,DOWNTOWN,6,108245,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,4515180.5,6,0,1,15592.5,1,1
NonResidential,Large Office,DOWNTOWN,6,167860,167860,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,6797647.0,3,0,0,27976.666666666668,1,1
NonResidential,Large Office,DOWNTOWN,6,112560,112560,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,,,4946798.5,2,1,0,18760.0,1,1
NonResidential,Retail Store,DOWNTOWN,6,86204,86204,Retail Store,Other,67670.0,Retail Store,13534.0,,,3241917.0,1,1,0,14367.333333333334,1,1
Nonresidential COS,Warehouse,GREATER DUWAMISH,2,145158,145158,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,8384523.0,3,1,0,72579.0,1,0
NonResidential,Large Office,GREATER DUWAMISH,2,112896,112896,"Office, Parking",Office,110746.0,Parking,57500.0,,,10287986.0,2,1,0,56448.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,110613,110613,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,,,1015060.188,2,0,0,110613.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,4,149881,149881,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,,,2417401.25,2,1,0,37470.25,1,0
NonResidential,Warehouse,GREATER DUWAMISH,3,98220,98220,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,,,,,6468090.0,1,1,0,32740.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,84420,84420,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,2848317.25,3,0,0,84420.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,73335,73335,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,,,5197118.0,2,1,0,73335.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,2,56876,56876,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,1791715.625,3,1,0,28438.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,2,61200,61200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,,,,,4912143.0,1,1,0,30600.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,111908,111908,Distribution Center,Distribution Center,109090.0,,,,,1555420.25,1,1,0,111908.0,1,0
NonResidential,Other,GREATER DUWAMISH,2,63644,63644,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,,,6858533.5,2,1,0,31822.0,1,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,2,108753,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,3639670.25,6,0,0,44946.5,1,0
NonResidential,Supermarket / Grocery Store,NORTHWEST,1,141890,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,16865978.0,2,1,0,106345.0,1,0
NonResidential,Small- and Mid-Sized Office,BALLARD,4,92092,71037,Office,Office,70074.0,,,,,4817062.0,1,0,0,17759.25,1,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,3,56259,56259,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,2346571.5,3,1,0,18753.0,1,0
NonResidential,Other,NORTHEAST,6,143439,143439,"Other, Parking",Other,119570.0,Parking,23869.0,,,25631512.0,2,1,0,23906.5,1,0
NonResidential,Large Office,LAKE UNION,4,202623,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,8873485.0,3,0,0,28442.0,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2,77174,51374,Office,Office,77174.0,,,,,5481549.0,1,0,0,25687.0,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,5,110524,110524,"Office, Other, Parking",Office,98781.0,Other,8634.0,Parking,0.0,6859198.0,3,0,0,22104.8,1,0
NonResidential,Mixed Use Property,LAKE UNION,5,287224,183574,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,21042926.0,4,1,0,36714.8,1,0
NonResidential,Laboratory,LAKE UNION,4,115748,97366,Laboratory,Laboratory,97365.0,,,,,36436388.0,1,1,0,24341.5,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,7,241875,157186,"Office, Parking",Office,163082.0,Parking,83425.0,,,8655604.0,2,1,0,22455.14285714286,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,5,102930,84210,"Office, Parking",Office,89075.0,Parking,15164.0,,,4750799.0,2,1,0,16842.0,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,76893,76893,"Office, Parking, Retail Store",Office,90345.0,Parking,33380.0,Retail Store,15845.0,12029600.0,3,1,0,25631.0,1,1
NonResidential,Large Office,DOWNTOWN,8,150000,126370,"Office, Parking",Office,126648.0,Parking,23913.0,,,9343428.0,2,1,0,15796.25,1,1
NonResidential,Large Office,DOWNTOWN,7,274362,274362,Office,Office,274362.0,,,,,16540550.0,1,1,0,39194.57142857143,1,1
NonResidential,Large Office,DOWNTOWN,15,378002,261722,"Office, Parking",Office,270237.0,Parking,71602.0,,,17750994.0,2,1,0,17448.133333333335,1,1
NonResidential,Large Office,DOWNTOWN,11,169020,169020,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,11480494.0,5,1,1,15365.454545454546,1,1
NonResidential,Other,DOWNTOWN,33,429405,429405,"Data Center, Office",Data Center,218997.0,Office,210409.0,,,274682208.0,2,1,0,13012.272727272728,1,1
NonResidential,Large Office,DOWNTOWN,76,1952220,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,,,92937640.0,2,1,0,21484.473684210527,1,1
NonResidential,Large Office,DOWNTOWN,19,383515,293737,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,15878689.0,3,0,0,15459.842105263158,1,1
NonResidential,Medical Office,DOWNTOWN,18,363934,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,22104512.0,3,1,1,18614.666666666668,1,1
NonResidential,Retail Store,DOWNTOWN,4,78920,78920,Retail Store,Retail Store,78920.0,,,,,8303666.5,1,1,0,19730.0,1,1
NonResidential,Large Office,DOWNTOWN,7,131143,43983,"Office, Retail Store",Office,120248.0,Retail Store,10853.0,,,5177270.5,2,1,0,6283.285714285715,1,1
NonResidential,Other,DOWNTOWN,0,947987,947987,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,46510960.0,4,0,0,,1,1
NonResidential,Mixed Use Property,EAST,4,55520,55520,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,3686962.25,5,1,0,13880.0,1,0
NonResidential,Large Office,DOWNTOWN,10,132998,132998,"Office, Retail Store",Office,138257.0,Retail Store,0.0,,,3775187.5,2,0,1,13299.8,1,1
NonResidential,Retail Store,DOWNTOWN,3,83118,83118,Retail Store,Retail Store,45000.0,,,,,2443141.5,1,1,0,27706.0,1,1
NonResidential,Retail Store,DOWNTOWN,3,77555,77555,Retail Store,Retail Store,73563.0,,,,,7802205.5,1,1,0,25851.666666666668,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,6,51218,51218,"Office, Restaurant",Office,44913.0,Restaurant,7044.0,,,2886141.5,2,0,0,8536.333333333334,1,1
NonResidential,Large Office,DOWNTOWN,29,489182,489182,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,36378588.0,4,1,0,16868.344827586207,1,1
NonResidential,Large Office,DOWNTOWN,27,216571,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,16246106.0,3,1,1,7527.814814814815,1,1
NonResidential,Large Office,DOWNTOWN,13,189175,189175,"Office, Other",Office,151740.0,Other,12645.0,,,19036416.0,2,0,0,14551.923076923076,1,1
NonResidential,Large Office,DOWNTOWN,13,293803,219322,"Office, Parking",Office,145491.0,Parking,70603.0,,,17074142.0,2,0,0,16870.923076923078,1,1
NonResidential,Large Office,DOWNTOWN,7,122356,122356,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,4585070.5,3,1,0,17479.428571428572,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,52298,52298,Office,Office,50250.0,,,,,1968655.125,1,0,0,17432.666666666668,1,1
NonResidential,Large Office,DOWNTOWN,17,116640,116640,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,6758565.5,4,0,1,6861.176470588235,1,1
NonResidential,Large Office,DOWNTOWN,42,1249055,1047934,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,Parking,296815.0,Medical Office,12941.0,37980712.0,5,0,0,24950.809523809523,1,1
NonResidential,Medical Office,EAST,5,188339,89025,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,,,8523594.0,2,1,0,17805.0,1,0
NonResidential,University,CENTRAL,2,60122,60122,"College/University, Parking",College/University,60122.0,Parking,0.0,,,690529.5,2,1,0,30061.0,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,6,95000,81300,"Office, Parking",Office,84481.0,Parking,8474.0,,,4052720.0,2,1,0,13550.0,1,1
NonResidential,Large Office,DOWNTOWN,9,224857,224857,Office,Office,204993.0,,,,,15272491.0,1,0,1,24984.11111111111,1,1
NonResidential,Large Office,DOWNTOWN,8,446261,321473,"Office, Parking",Office,343400.0,Parking,114237.0,,,13568148.0,2,0,0,40184.125,1,1
NonResidential,Other,GREATER DUWAMISH,2,58492,58492,Other,Other,58500.0,,,,,1594422.5,1,1,0,29246.0,1,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,6,62370,62370,"Office, Restaurant",Office,49473.0,Restaurant,10408.0,,,4353025.0,2,0,0,10395.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,73296,73296,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,Parking,0.0,,,2356376.75,2,1,0,73296.0,1,0
Nonresidential COS,Other,GREATER DUWAMISH,4,99122,99122,"Office, Other",Other,50036.0,Office,49086.0,,,14469228.0,2,1,0,24780.5,1,0
NonResidential,Other,GREATER DUWAMISH,1,66133,66133,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,6345009.5,3,1,0,66133.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,2,115668,115668,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,3534690.75,4,1,0,57834.0,1,0
NonResidential,Other,GREATER DUWAMISH,1,141686,141686,Other,Other,152511.0,,,,,6673138.0,1,0,0,141686.0,1,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,93610,93610,"Data Center, Office",Office,101278.0,Data Center,502.0,,,6235947.0,2,1,0,93610.0,1,0
NonResidential,Large Office,GREATER DUWAMISH,2,156188,156188,"Office, Parking",Office,141917.0,Parking,0.0,,,6843855.0,2,1,0,78094.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,115620,115620,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,,,,,1951856.25,1,0,0,115620.0,1,0
NonResidential,Large Office,GREATER DUWAMISH,5,238148,238148,"Office, Parking",Office,245240.0,Parking,5616.0,Parking,5616.0,10775646.0,2,0,0,47629.6,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,71718,71718,Distribution Center,Distribution Center,71718.0,,,,,151754.2969,1,0,0,71718.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,55450,55450,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,Office,21244.0,,,4345698.0,2,1,0,55450.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,54880,54880,Distribution Center,Distribution Center,55000.0,,,,,2763597.0,1,1,0,54880.0,1,0
NonResidential,Retail Store,DELRIDGE,1,102500,102500,"Parking, Retail Store",Retail Store,99471.0,Parking,0.0,,,7305474.0,2,1,0,102500.0,1,0
NonResidential,Other,NORTHEAST,6,361398,88498,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,8915523.0,4,1,0,14749.666666666666,1,0
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1,50785,50785,Supermarket/Grocery Store,Supermarket/Grocery Store,27382.0,,,,,7439009.0,1,1,0,50785.0,1,0
NonResidential,Small- and Mid-Sized Office,Delridge,3,85126,85126,Office,Office,81526.0,,,,,37951708.0,1,1,0,28375.33333333333,1,0
NonResidential,Other,North,5,303255,283435,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,Retail Store,298043.0,Other,5636.0,11077140.0,4,1,0,56687.0,1,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,411584,411584,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,15091579.0,3,1,0,411584.0,1,0
NonResidential,Mixed Use Property,DOWNTOWN,4,73320,73320,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,1141189.75,3,1,0,18330.0,1,1
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,4,242686,142510,"Office, Parking",Office,149081.0,Parking,76364.0,,,9683979.0,2,0,0,35627.5,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,6,95760,79920,Office,Office,95760.0,,,,,5392617.5,1,1,0,13320.0,1,1
NonResidential,Warehouse,GREATER DUWAMISH,1,179413,179413,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,178087.0,,,,,3459543.0,1,0,0,179413.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,65288,65288,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,Retail Store,5000.0,605971.1875,4,0,0,65288.0,1,0
NonResidential,Warehouse,Delridge,1,170632,170632,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,164806.0,Office,5826.0,,,602245.0,2,0,0,170632.0,1,0
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,10,381511,381511,"Office, Parking",Office,220033.0,Parking,168978.0,,,11410228.0,2,1,0,38151.1,1,0
NonResidential,Large Office,DOWNTOWN,17,413264,275166,"Office, Parking",Office,295494.0,Parking,94781.0,,,13631141.0,2,0,0,16186.235294117649,1,1
NonResidential,Mixed Use Property,NORTHEAST,6,122400,68100,"Multifamily Housing, Office, Parking, Retail Store",Office,41624.0,Parking,33399.0,Multifamily Housing,20740.0,4865551.5,4,1,0,11350.0,1,0
NonResidential,Retail Store,NORTHEAST,2,93803,93803,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,5453438.5,4,1,0,46901.5,1,0
SPS-District K-12,K-12 School,CENTRAL,1,52924,52924,K-12 School,K-12 School,52924.0,,,,,0.0,1,0,0,52924.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,2,123000,123000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,Office,24433.0,,,3004271.0,2,0,0,61500.0,1,0
NonResidential,Medical Office,EAST,5,275130,162150,Medical Office,Medical Office,177748.0,,,,,9941308.0,1,0,0,32430.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,60448,60448,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,52702.0,Office,7746.0,,,1052244.75,2,1,0,60448.0,1,0
NonResidential,Hospital,EAST,14,1765970,1765970,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,,,291614432.0,2,1,1,126140.71428571428,1,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,4,62600,62600,Other,Other,215197.0,,,,,11147342.0,1,1,0,15650.0,1,0
NonResidential,Mixed Use Property,EAST,4,77412,55800,"Office, Other, Parking",Other,26400.0,Office,19200.0,Parking,17000.0,2655387.5,3,1,0,13950.0,1,0
NonResidential,Medical Office,EAST,5,289419,130262,"Medical Office, Parking",Medical Office,146150.0,Parking,139000.0,,,12731388.0,2,1,0,26052.4,1,0
NonResidential,Other,NORTH,5,90266,90266,Financial Office,Financial Office,87552.0,,,,,7771933.5,1,0,0,18053.2,1,0
NonResidential,Warehouse,Ballard,4,87332,80874,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332.0,,,,,1165598.875,1,1,0,20218.5,1,0
NonResidential,Hotel,EAST,6,150545,100528,"Hotel, Parking",Hotel,100528.0,Parking,50017.0,,,13410041.0,2,1,0,16754.666666666668,1,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,5,141718,141718,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,,,19085174.0,2,1,0,28343.6,1,0
NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,5,111856,90583,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,9444484.0,4,1,0,18116.6,1,0
NonResidential,Warehouse,EAST,4,132828,132828,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,,,,,1083729.625,1,0,0,33207.0,1,0
NonResidential,Warehouse,DELRIDGE,1,70400,70400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,Office,12353.0,,,13962749.0,2,1,0,70400.0,1,0
NonResidential,Retail Store,NORTHWEST,1,101830,101830,Retail Store,Retail Store,130767.0,,,,,10713006.0,1,1,0,101830.0,1,0
SPS-District K-12,K-12 School,CENTRAL,3,55353,55353,K-12 School,K-12 School,55353.0,,,,,0.0,1,0,0,18451.0,1,0
NonResidential,University,CENTRAL,4,114000,114000,College/University,College/University,114000.0,,,,,7575080.0,1,1,0,28500.0,1,0
SPS-District K-12,Other,GREATER DUWAMISH,3,338063,338063,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,20675922.0,9,1,0,112687.66666666669,1,0
NonResidential,Warehouse,SOUTHWEST,1,152365,152365,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,149293.0,Office,7858.0,,,1069749.75,2,1,0,152365.0,1,0
NonResidential,Medical Office,CENTRAL,6,320946,320946,"Laboratory, Medical Office",Medical Office,236359.0,Laboratory,86298.0,,,25471308.0,2,1,0,53491.0,1,0
NonResidential,Retail Store,GREATER DUWAMISH,1,74178,74178,Retail Store,Retail Store,74178.0,,,,,5402181.0,1,1,0,74178.0,1,0
NonResidential,Warehouse,NORTH,4,80360,80360,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80360.0,,,,,686019.1875,1,1,0,20090.0,1,0
SPS-District K-12,K-12 School,SOUTHWEST,1,61183,61183,K-12 School,K-12 School,62975.0,,,,,2424724.25,1,1,0,61183.0,1,0
NonResidential,Supermarket / Grocery Store,EAST,3,119190,119190,Supermarket/Grocery Store,Supermarket/Grocery Store,46280.0,,,,,10077532.0,1,1,0,39730.0,1,0
NonResidential,Other,GREATER DUWAMISH,2,51856,51856,"Automobile Dealership, Office",Automobile Dealership,48103.0,Office,3753.0,,,1938613.125,2,0,0,25928.0,1,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,3,66138,53552,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,26044.0,Manufacturing/Industrial Plant,13884.0,Parking,13858.0,7070998.5,4,0,0,17850.666666666668,1,0
NonResidential,Large Office,NORTHEAST,3,113944,65434,Office,Office,65434.0,,,,,17880184.0,1,1,0,21811.33333333333,1,0
Multifamily LR (1-4),Senior Care Community,CENTRAL,3,66402,66402,Senior Care Community,Senior Care Community,132804.0,,,,,9097980.0,1,1,0,22134.0,1,0
NonResidential,Worship Facility,NORTHEAST,2,22220,22220,Worship Facility,Worship Facility,22220.0,,,,,778355.8125,1,1,0,11110.0,0,0
SPS-District K-12,K-12 School,NORTHEAST,1,46732,46732,K-12 School,K-12 School,50956.0,,,,,2331952.75,1,1,0,46732.0,0,0
